customer_id,signup_date,age,gender,city,device_type,customer_segment
157,2023-05-02,19,Male,Hyderabad,Desktop,At Risk
158,2022-08-23,39,Female,Delhi,Desktop,Regular
159,2023-06-14,30,Female,Mumbai,Desktop,Regular
160,2022-01-06,59,Female,Chennai,Mobile,Regular
161,2024-04-27,66,Male,Hyderabad,Mobile,At Risk
162,2022-02-19,51,Female,Bangalore,Desktop,Regular
163,2023-03-15,44,Male,Hyderabad,Mobile,Regular
164,2022-11-29,42,Male,Bangalore,Desktop,Regular
165,2023-09-10,69,Male,Pune,Mobile,At Risk
166,2022-07-02,42,Female,Mumbai,Mobile,At Risk
167,2023-11-19,52,Male,Pune,Desktop,Regular
168,2023-02-26,56,Male,Pune,Desktop,At Risk
169,2023-08-23,26,,Delhi,Desktop,Regular
170,2023-10-24,45,Female,Pune,Mobile,High Value
171,2022-09-18,62,Female,Delhi,Desktop,High Value
172,2023-04-21,20,Male,Mumbai,Mobile,Regular
173,2023-08-12,48,,Chennai,Mobile,At Risk
174,2022-08-22,53,Female,Mumbai,Mobile,At Risk
175,2022-11-28,31,Female,Delhi,Desktop,Regular
176,2024-02-14,18,Male,Delhi,Mobile,Regular
177,2024-06-07,21,Male,Pune,Mobile,High Value
178,2022-08-14,56,Male,Delhi,Mobile,High Value
179,2023-04-15,52,Male,Chennai,Desktop,High Value
180,2022-03-27,50,Female,Delhi,Desktop,At Risk
181,2023-11-02,49,Female,Bangalore,Mobile,Regular
182,2024-05-25,27,Male,Pune,Mobile,Regular
183,2023-04-22,27,Female,Delhi,Mobile,Regular
184,2024-04-04,66,Female,Bangalore,Mobile,Regular
185,2024-03-30,59,Female,Chennai,Mobile,Regular
186,2022-09-05,63,Male,Delhi,Desktop,Regular
187,2022-07-03,51,Male,Mumbai,Mobile,Regular
188,2023-09-26,64,Female,Pune,Desktop,Regular
189,2022-03-18,39,Female,Delhi,Desktop,High Value
190,2024-05-27,37,Female,Chennai,Mobile,High Value
191,2023-12-13,36,Male,Mumbai,Mobile,High Value
192,2022-03-27,41,Female,Pune,Desktop,High Value
193,2023-11-30,28,Female,Pune,Desktop,High Value
194,2024-03-20,44,Female,Bangalore,Desktop,High Value
195,2022-08-19,19,Female,Hyderabad,Mobile,Regular
196,2024-03-22,33,Female,Delhi,Desktop,High Value
197,2022-11-12,44,Female,Mumbai,Mobile,Regular
198,2024-04-30,66,Female,Pune,Mobile,Regular
199,2023-07-30,24,Male,Mumbai,Mobile,High Value
200,2023-02-05,66,Male,Pune,Desktop,Regular
201,2022-02-05,19,Male,Mumbai,Mobile,At Risk
202,2023-08-13,51,Female,Bangalore,Mobile,High Value
203,2022-10-16,52,Male,Pune,Desktop,High Value
204,2023-09-22,24,Male,Pune,Mobile,Regular
205,2023-12-29,27,Male,Delhi,Mobile,Regular
206,2022-06-11,90,Male,Hyderabad,Mobile,Regular
207,2022-02-15,21,Female,Pune,Desktop,Regular
208,2023-09-21,25,Male,Hyderabad,Mobile,Regular
209,2023-04-21,27,Male,Chennai,Desktop,Regular
210,2023-02-03,27,Male,Delhi,Mobile,High Value
211,2022-02-15,60,Female,Pune,Mobile,Regular
212,2024-05-23,42,Female,Bangalore,Mobile,Regular
213,2022-02-12,31,,Delhi,Mobile,Regular
214,2024-05-14,66,Female,Chennai,Mobile,At Risk
215,2022-10-18,62,Female,Delhi,Mobile,Regular
216,2022-04-06,41,Female,Pune,Mobile,Regular
217,2024-05-30,42,Female,Delhi,Desktop,High Value
218,2022-07-03,37,Male,Delhi,Mobile,High Value
219,2022-08-19,39,Female,Bangalore,Mobile,Regular
220,2022-09-23,5,Male,Bangalore,Mobile,High Value
221,2022-09-27,49,Male,Hyderabad,Mobile,High Value
222,2022-12-08,44,Female,Bangalore,Mobile,Regular
223,2022-01-02,65,Female,Hyderabad,Desktop,At Risk
224,2022-10-15,69,Female,Chennai,Mobile,Regular
225,2022-07-28,64,Female,Hyderabad,Mobile,Regular
226,2023-07-15,31,Male,Chennai,Desktop,At Risk
227,2023-10-28,19,Male,Chennai,Mobile,High Value
228,2023-05-13,26,Female,Delhi,Mobile,Regular
229,2022-06-11,62,Female,Mumbai,Mobile,High Value
230,2022-09-13,54,Male,Bangalore,Mobile,Regular
231,2022-12-05,23,Male,Hyderabad,Desktop,Regular
232,2023-07-31,68,Female,Chennai,Mobile,At Risk
233,2023-04-07,63,Female,Chennai,Mobile,Regular
234,2024-04-06,55,Male,Hyderabad,Mobile,Regular
235,2022-09-24,21,Male,Pune,Desktop,Regular
236,2023-03-13,29,,Bangalore,Mobile,At Risk
237,2023-05-22,48,Male,Hyderabad,Desktop,High Value
238,2023-06-24,37,Male,Pune,Desktop,At Risk
239,2022-06-06,18,Male,Bangalore,Mobile,Regular
240,2022-01-09,37,Male,Chennai,Desktop,Regular
241,2024-01-30,27,Female,Chennai,Mobile,Regular
242,2023-04-27,69,Female,Bangalore,Mobile,Regular
243,2023-09-05,29,Male,Bangalore,Desktop,Regular
244,2023-03-05,64,Male,Chennai,Mobile,Regular
245,2024-02-06,58,Male,Chennai,Desktop,High Value
246,2024-04-02,45,Male,Delhi,Desktop,Regular
247,2022-10-26,22,Female,Hyderabad,Mobile,At Risk
248,2022-12-15,90,Male,Chennai,Desktop,Regular
249,2023-06-04,42,Female,Delhi,Mobile,High Value
250,2024-01-24,68,Male,Hyderabad,Mobile,Regular
251,2022-05-24,38,Male,Pune,Mobile,High Value
252,2023-10-03,49,Male,Hyderabad,Mobile,High Value
253,2022-07-30,40,Male,Bangalore,Mobile,High Value
254,2022-08-20,32,Female,Bangalore,Mobile,At Risk
255,2023-11-20,46,Female,Chennai,Desktop,Regular
256,2023-03-25,45,Male,Chennai,Mobile,Regular
257,2022-02-14,40,Male,Delhi,Mobile,Regular
258,2023-06-06,39,Male,Delhi,Mobile,At Risk
259,2024-03-25,37,Female,Bangalore,Mobile,At Risk
260,2023-03-17,57,Male,Pune,Mobile,Regular
261,2022-06-26,62,Male,Chennai,Desktop,Regular
262,2023-10-02,45,Male,Pune,Mobile,Regular
263,2023-03-04,29,Male,Delhi,Desktop,High Value
264,2023-06-02,26,Female,Mumbai,Mobile,Regular
265,2022-05-25,40,Female,Hyderabad,Mobile,High Value
266,2022-01-12,66,Female,Bangalore,Desktop,Regular
267,2024-05-24,40,Female,Chennai,Desktop,Regular
268,2022-06-10,35,Female,Chennai,Mobile,High Value
269,2024-03-19,90,Female,Pune,Mobile,Regular
270,2023-07-03,38,Female,Chennai,Mobile,Regular
271,2022-03-11,66,Female,Mumbai,Mobile,Regular
272,2022-12-30,54,Male,Chennai,Mobile,Regular
273,2023-08-29,59,Female,Chennai,Mobile,Regular
274,2022-02-19,45,Male,Delhi,Desktop,Regular
275,2024-04-09,59,Female,Bangalore,Mobile,High Value
276,2023-01-02,55,Female,Delhi,Mobile,High Value
277,2023-05-06,32,,Pune,Mobile,Regular
278,2023-03-13,49,Male,Pune,Desktop,At Risk
279,2024-01-06,57,Male,Hyderabad,Desktop,Regular
280,2023-10-10,33,Male,Pune,Mobile,Regular
281,2022-04-03,44,Female,Bangalore,Desktop,Regular
282,2023-05-11,62,Female,Mumbai,Mobile,Regular
283,2024-04-06,38,Female,Chennai,Mobile,At Risk
284,2023-11-22,52,Female,Mumbai,Mobile,Regular
285,2023-11-20,37,Female,Pune,Mobile,Regular
286,2024-04-26,50,Male,Pune,Mobile,Regular
287,2023-07-14,45,Male,Hyderabad,Mobile,Regular
288,2023-10-01,29,Male,Hyderabad,Mobile,High Value
289,2023-04-07,19,Male,Bangalore,Desktop,High Value
290,2022-07-31,32,Male,Mumbai,Mobile,Regular
291,2022-04-16,36,Male,Chennai,Mobile,Regular
292,2022-03-19,22,Female,Pune,Mobile,Regular
293,2023-06-21,35,Female,Delhi,Mobile,At Risk
294,2022-03-09,44,Male,Mumbai,Mobile,Regular
295,2023-07-16,59,Male,Hyderabad,Mobile,Regular
296,2023-05-06,67,Female,Pune,Mobile,High Value
297,2023-02-21,54,Male,Pune,Mobile,At Risk
298,2022-02-03,33,,Delhi,Mobile,Regular
299,2022-11-28,19,Female,Bangalore,Mobile,Regular
300,2024-05-09,57,Female,Hyderabad,Mobile,High Value
301,2022-03-10,68,Female,Delhi,Desktop,Regular
302,2022-08-19,47,Female,Chennai,Mobile,Regular
303,2023-08-31,18,Female,Chennai,Mobile,At Risk
304,2023-09-30,46,Female,Mumbai,Mobile,Regular
305,2024-02-03,24,Male,Mumbai,Desktop,High Value
306,2023-07-28,40,Female,Bangalore,Mobile,Regular
307,2024-05-12,34,Female,Pune,Desktop,Regular
308,2022-03-20,67,Female,Chennai,Mobile,Regular
309,2024-05-26,20,Female,Delhi,Mobile,Regular
310,2023-03-04,47,Female,Hyderabad,Mobile,Regular
311,2023-08-12,5,Female,Bangalore,Mobile,High Value
312,2023-02-05,18,Male,Pune,Mobile,Regular
313,2023-01-05,30,Male,Delhi,Mobile,Regular
314,2023-09-27,59,Female,Bangalore,Mobile,At Risk
315,2023-02-15,49,Male,Hyderabad,Mobile,Regular
316,2023-01-16,63,Male,Hyderabad,Desktop,Regular
317,2024-05-15,49,Female,Pune,Desktop,At Risk
318,2023-06-05,62,Male,Pune,Mobile,Regular
319,2023-11-24,56,Female,Bangalore,Mobile,At Risk
320,2023-08-30,21,Female,Delhi,Mobile,Regular
321,2024-05-15,38,Male,Mumbai,Desktop,High Value
322,2023-12-21,34,Female,Mumbai,Mobile,Regular
323,2023-02-11,39,Female,Mumbai,Mobile,Regular
324,2022-07-04,22,Male,Pune,Desktop,High Value
325,2022-07-01,44,Male,Pune,Desktop,Regular
326,2023-07-01,60,Male,Hyderabad,Mobile,High Value
327,2024-02-20,62,Female,Mumbai,Mobile,High Value
328,2022-09-18,19,Female,Bangalore,Mobile,At Risk
329,2022-02-14,68,Male,Chennai,Desktop,Regular
330,2022-11-08,25,Female,Delhi,Mobile,Regular
331,2022-10-04,44,Female,Delhi,Mobile,Regular
332,2024-03-22,36,Male,Mumbai,Desktop,Regular
333,2023-03-10,60,Female,Bangalore,Mobile,Regular
334,2022-10-02,67,Female,Hyderabad,Desktop,Regular
335,2022-07-04,36,Male,Pune,Mobile,Regular
336,2023-10-24,31,Female,Bangalore,Mobile,Regular
337,2022-05-02,28,Female,Bangalore,Mobile,High Value
338,2023-02-11,35,Male,Pune,Mobile,At Risk
339,2022-01-19,69,Male,Chennai,Mobile,High Value
340,2024-05-21,19,Female,Chennai,Mobile,High Value
341,2022-09-05,38,Female,Hyderabad,Mobile,Regular
342,2022-01-06,56,Female,Mumbai,Mobile,Regular
343,2023-10-08,20,Female,Pune,Mobile,High Value
344,2024-04-18,67,Male,Hyderabad,Desktop,High Value
345,2023-04-25,38,Female,Chennai,Desktop,Regular
346,2022-06-07,46,Male,Mumbai,Desktop,High Value
347,2023-02-05,39,Male,Chennai,Mobile,At Risk
348,2022-09-04,5,Female,Pune,Mobile,Regular
349,2022-03-10,21,Male,Hyderabad,Mobile,High Value
350,2022-08-27,5,Male,Pune,Mobile,High Value
351,2022-04-13,37,,Delhi,Mobile,Regular
352,2023-12-19,67,Female,Mumbai,Desktop,Regular
353,2023-03-27,54,,Chennai,Desktop,Regular
354,2024-04-02,26,,Chennai,Mobile,Regular
355,2022-03-30,38,Female,Hyderabad,Mobile,Regular
356,2022-04-02,53,Female,Bangalore,Desktop,Regular
357,2023-03-16,43,Female,Delhi,Mobile,Regular
358,2022-01-17,22,Female,Mumbai,Mobile,Regular
359,2023-05-10,52,Female,Pune,Mobile,Regular
360,2023-01-16,30,Male,Delhi,Desktop,Regular
361,2023-10-08,69,Female,Bangalore,Mobile,High Value
362,2022-04-15,40,Male,Mumbai,Desktop,Regular
363,2023-08-29,63,Female,Pune,Desktop,Regular
364,2022-03-15,44,Male,Chennai,Mobile,High Value
365,2023-03-05,36,Female,Hyderabad,Mobile,Regular
366,2023-11-27,67,Male,Chennai,Mobile,Regular
367,2022-10-23,40,Male,Delhi,Desktop,Regular
368,2022-07-26,69,Male,Bangalore,Mobile,Regular
369,2022-07-10,30,Male,Hyderabad,Mobile,High Value
370,2023-01-22,24,,Delhi,Desktop,At Risk
371,2023-07-04,45,Male,Hyderabad,Mobile,High Value
372,2022-12-09,18,Female,Chennai,Mobile,At Risk
373,2022-08-30,40,Male,Bangalore,Mobile,High Value
374,2024-03-25,52,Male,Pune,Mobile,Regular
375,2022-09-23,18,Male,Delhi,Mobile,Regular
376,2023-11-07,65,Female,Bangalore,Mobile,At Risk
377,2023-06-12,18,Female,Pune,Mobile,Regular
378,2023-11-04,21,Female,Hyderabad,Mobile,At Risk
379,2024-05-17,50,Female,Mumbai,Desktop,Regular
380,2022-07-18,40,Female,Bangalore,Mobile,At Risk
381,2023-04-14,59,Male,Pune,Mobile,High Value
382,2024-06-15,28,Male,Hyderabad,Mobile,Regular
383,2022-08-01,31,Female,Mumbai,Desktop,High Value
384,2023-06-30,57,Female,Hyderabad,Mobile,Regular
385,2023-06-18,24,Female,Bangalore,Mobile,High Value
386,2024-04-14,36,Male,Bangalore,Mobile,Regular
387,2022-09-25,68,,Chennai,Mobile,At Risk
388,2022-10-31,66,Female,Chennai,Desktop,Regular
389,2022-05-20,33,Male,Pune,Desktop,At Risk
390,2022-02-06,18,Male,Chennai,Desktop,Regular
391,2023-04-02,37,Female,Pune,Mobile,Regular
392,2024-01-20,40,Female,Hyderabad,Desktop,Regular
393,2023-11-15,34,Female,Chennai,Mobile,Regular
394,2024-02-05,22,Male,Hyderabad,Mobile,Regular
395,2023-12-13,49,Male,Hyderabad,Mobile,Regular
396,2024-04-01,54,Female,Delhi,Mobile,At Risk
397,2024-02-15,69,Female,Hyderabad,Mobile,Regular
398,2023-02-10,52,Female,Pune,Mobile,At Risk
399,2022-05-07,38,Male,Delhi,Mobile,High Value
400,2022-10-03,90,Male,Mumbai,Mobile,Regular
401,2024-05-04,29,Male,Hyderabad,Mobile,High Value
402,2022-10-29,53,Female,Chennai,Mobile,Regular
403,2023-03-11,69,Female,Hyderabad,Mobile,At Risk
404,2022-08-16,24,Female,Chennai,Desktop,Regular
405,2024-06-13,51,Female,Mumbai,Mobile,Regular
406,2024-04-29,24,Female,Delhi,Mobile,Regular
407,2023-06-30,46,Male,Delhi,Desktop,Regular
408,2024-02-16,31,Female,Mumbai,Mobile,Regular
409,2024-06-03,60,Male,Delhi,Desktop,Regular
410,2023-12-21,45,Female,Delhi,Mobile,Regular
411,2024-02-26,69,Female,Chennai,Desktop,Regular
412,2023-03-20,20,Male,Chennai,Mobile,Regular
413,2023-08-17,59,,Chennai,Desktop,High Value
414,2022-04-14,18,Male,Delhi,Mobile,Regular
415,2024-06-15,50,Male,Bangalore,Mobile,At Risk
416,2023-08-08,38,Male,Pune,Mobile,Regular
417,2022-06-02,68,Female,Pune,Mobile,Regular
418,2022-09-26,57,,Chennai,Mobile,At Risk
419,2023-11-21,36,,Bangalore,Mobile,Regular
420,2022-08-15,43,,Delhi,Desktop,At Risk
421,2022-07-15,44,Male,Pune,Mobile,At Risk
422,2022-05-05,21,Female,Chennai,Mobile,Regular
423,2023-09-01,41,Female,Mumbai,Mobile,High Value
424,2024-01-01,33,Male,Delhi,Mobile,Regular
425,2022-12-04,30,Female,Bangalore,Mobile,High Value
426,2023-12-17,64,Male,Chennai,Mobile,High Value
427,2022-05-10,37,Male,Pune,Mobile,High Value
428,2024-03-16,24,Male,Delhi,Mobile,Regular
429,2024-03-16,53,Female,Mumbai,Desktop,Regular
430,2023-05-12,27,Male,Mumbai,Mobile,High Value
431,2024-05-09,48,Female,Bangalore,Desktop,Regular
432,2023-12-25,34,Female,Bangalore,Mobile,Regular
433,2023-07-10,5,Male,Pune,Mobile,At Risk
434,2022-06-28,64,Female,Hyderabad,Mobile,Regular
435,2024-05-02,90,Female,Mumbai,Mobile,High Value
436,2022-07-14,31,Female,Mumbai,Mobile,Regular
437,2022-04-22,50,Male,Delhi,Mobile,Regular
438,2022-05-17,40,Female,Pune,Mobile,Regular
439,2024-02-02,54,Male,Pune,Desktop,Regular
440,2023-07-29,26,Female,Delhi,Mobile,High Value
441,2022-03-26,67,Female,Mumbai,Desktop,At Risk
442,2022-11-10,63,Male,Chennai,Mobile,Regular
443,2023-01-19,63,Male,Delhi,Mobile,At Risk
444,2023-04-04,24,Female,Pune,Mobile,Regular
445,2022-06-10,65,Male,Chennai,Mobile,Regular
446,2022-09-12,58,Male,Mumbai,Mobile,Regular
447,2024-06-09,54,Female,Hyderabad,Mobile,High Value
448,2024-01-20,46,Female,Delhi,Desktop,Regular
449,2024-04-14,48,Male,Chennai,Mobile,High Value
450,2024-06-11,42,Female,Hyderabad,Desktop,Regular
451,2023-12-09,57,Female,Hyderabad,Desktop,High Value
452,2022-01-29,43,Male,Bangalore,Mobile,High Value
453,2023-11-25,25,Male,Hyderabad,Desktop,Regular
454,2022-03-21,65,Female,Pune,Mobile,Regular
455,2023-03-06,61,Male,Mumbai,Mobile,Regular
456,2023-09-07,69,Male,Mumbai,Desktop,High Value
457,2022-11-26,50,Male,Hyderabad,Mobile,Regular
458,2024-05-23,35,Female,Mumbai,Mobile,Regular
459,2022-02-11,18,Male,Bangalore,Mobile,High Value
460,2022-10-20,37,Male,Delhi,Mobile,At Risk
461,2023-03-01,59,Female,Hyderabad,Mobile,Regular
462,2024-02-20,51,Male,Delhi,Mobile,Regular
463,2022-12-21,40,Female,Hyderabad,Mobile,High Value
464,2023-11-08,26,Male,Mumbai,Desktop,High Value
465,2024-05-04,69,Female,Pune,Mobile,Regular
466,2023-12-11,67,Male,Hyderabad,Mobile,High Value
467,2022-03-01,18,Male,Hyderabad,Mobile,Regular
468,2022-12-02,66,Male,Pune,Mobile,High Value
469,2022-05-12,65,Female,Pune,Desktop,Regular
470,2022-06-15,68,Female,Chennai,Mobile,High Value
471,2023-01-06,29,Female,Delhi,Desktop,High Value
472,2022-03-28,23,Female,Bangalore,Mobile,Regular
473,2023-11-18,5,Female,Pune,Desktop,High Value
474,2022-01-15,61,Female,Mumbai,Mobile,Regular
475,2023-10-22,5,Male,Hyderabad,Mobile,High Value
476,2022-06-28,47,Female,Pune,Desktop,At Risk
477,2022-12-31,55,Male,Chennai,Desktop,At Risk
478,2022-10-21,40,Male,Delhi,Mobile,High Value
479,2022-11-10,19,Female,Pune,Mobile,High Value
480,2023-05-10,54,Female,Pune,Mobile,Regular
481,2022-12-10,59,Female,Pune,Desktop,Regular
482,2023-08-05,49,Female,Mumbai,Mobile,High Value
483,2023-12-30,24,Male,Chennai,Desktop,At Risk
484,2022-09-25,5,Female,Delhi,Mobile,High Value
485,2023-06-23,45,Male,Chennai,Mobile,Regular
486,2023-05-17,51,Female,Mumbai,Mobile,Regular
487,2022-10-18,30,Female,Mumbai,Mobile,At Risk
488,2023-08-16,5,Female,Mumbai,Desktop,Regular
489,2024-03-20,60,Female,Hyderabad,Mobile,At Risk
