order_item_id,order_id,product_id,quantity,item_price
193,105,237,2,4439.02
194,106,5,1,4578.15
195,106,12,2,3406.55
196,107,269,3,1094.12
197,107,263,2,2049.77
198,108,208,2,3615.34
199,108,73,2,1932.38
200,108,106,3,5736.69
201,109,204,2,5839.28
202,110,296,2,5979.65
203,110,47,3,4105.22
204,110,173,2,4683.84
205,111,299,2,3072.1
206,111,203,3,4978.14
207,112,175,2,2264.14
208,112,173,1,4683.84
209,113,195,1,4460.8
210,113,129,2,1873.37
211,113,143,2,5287.2
212,114,231,1,5925.11
213,115,240,3,698.16
214,115,164,2,3406.7
215,116,250,2,3144.9
216,117,147,3,653.78
217,117,264,1,3782.11
218,118,89,3,3290.65
219,118,231,1,5925.11
220,119,284,2,3114.8
221,119,26,1,5213.05
222,119,102,1,2982.19
223,120,165,2,412.78
224,120,229,2,5300.05
225,120,46,1,3247.02
226,121,32,3,1070.61
227,121,268,2,2556.81
228,122,249,1,5473.35
229,122,27,3,4508.04
230,123,245,1,3720.0
231,123,297,3,5203.86
232,124,162,2,3025.81
233,124,72,1,4447.22
234,124,241,2,1738.37
235,125,70,3,4735.98
236,125,86,2,3954.57
237,126,116,3,4453.25
238,127,43,3,1090.9
239,127,147,3,653.78
240,128,132,2,3781.56
241,129,183,3,1688.91
242,129,51,2,529.86
243,130,93,3,2224.27
244,131,90,1,2160.75
245,131,206,2,2469.69
246,131,70,3,4735.98
247,132,231,2,5925.11
248,132,55,3,806.91
249,132,181,3,3224.47
250,133,155,3,5125.12
251,134,145,1,3521.02
252,134,66,3,4067.52
253,134,282,1,3217.34
254,135,209,3,1225.49
255,135,23,3,1682.28
256,135,184,3,2775.32
257,136,288,2,2686.27
258,137,136,1,2559.79
259,138,122,2,5511.63
260,139,20,2,5629.13
261,139,184,3,2775.32
262,140,160,2,842.5
263,141,171,2,3834.38
264,141,255,2,2540.87
265,142,32,2,1070.61
266,142,98,1,569.48
267,142,195,1,4460.8
268,143,95,3,1817.21
269,143,88,1,5444.04
270,144,295,1,5639.02
271,144,154,3,3659.85
272,145,258,3,4620.55
273,146,97,3,4455.8
274,146,164,3,3406.7
275,147,125,2,886.72
276,147,143,2,5287.2
277,148,171,3,3834.38
278,148,21,1,2811.85
279,148,5,2,4578.15
280,149,259,2,4867.28
281,150,136,3,2559.79
282,151,136,2,2559.79
283,152,31,1,3454.27
284,152,106,2,5736.69
285,152,149,1,3169.98
286,153,53,2,1715.24
287,153,122,2,5511.63
288,153,279,3,1819.15
289,154,269,3,1094.12
290,154,73,1,1932.38
291,155,114,2,5384.51
292,155,276,1,5294.7
293,155,39,1,4778.82
294,156,155,1,5125.12
295,156,71,2,3079.98
296,157,201,1,4478.5
297,158,18,3,948.31
298,158,71,1,3079.98
299,158,56,1,5860.24
300,159,235,3,1112.72
301,159,169,1,1340.4
302,160,37,1,997.77
303,160,183,1,1688.91
304,160,159,2,2766.23
305,161,287,3,2544.92
306,161,108,2,4517.85
307,161,223,1,5624.62
308,162,97,2,4455.8
309,162,171,1,3834.38
310,162,211,3,2473.69
311,163,259,1,4867.28
312,164,6,2,1978.69
313,164,240,3,698.16
314,164,271,1,4454.09
315,165,28,1,5170.44
316,166,245,1,3720.0
317,166,197,2,5853.36
318,167,69,3,5424.44
319,167,258,2,4620.55
320,168,227,1,2177.9
321,168,210,1,3385.04
322,168,58,2,911.73
323,169,53,3,1715.24
324,169,91,1,3359.3
325,170,211,3,2473.69
326,170,42,2,5206.63
327,171,114,3,5384.51
328,171,22,1,728.56
329,171,233,3,5574.37
330,172,78,1,3701.63
331,173,228,2,2112.93
332,173,198,2,5616.9
333,173,110,2,3338.92
334,174,75,2,2920.71
335,174,206,2,2469.69
336,174,223,2,5624.62
337,175,102,1,2982.19
338,175,250,2,3144.9
339,176,89,2,3290.65
340,177,296,3,5979.65
341,177,282,2,3217.34
342,177,136,3,2559.79
343,178,182,1,5560.99
344,178,221,3,4842.24
345,179,175,2,2264.14
346,179,122,2,5511.63
347,180,138,2,4227.89
348,180,1,2,4444.39
349,180,220,2,3299.73
350,181,107,3,1155.18
351,182,86,1,3954.57
352,183,43,2,1090.9
353,183,93,2,2224.27
354,183,245,1,3720.0
355,184,293,2,2636.74
356,185,143,2,5287.2
357,185,158,3,889.25
358,186,160,3,842.5
359,186,55,2,806.91
360,187,71,1,3079.98
361,188,47,1,4105.22
362,188,234,1,5903.7
363,188,40,1,1015.11
364,189,174,3,1791.25
365,189,30,1,3513.45
366,189,17,3,1124.76
367,190,251,1,640.21
368,190,102,2,2982.19
369,191,143,1,5287.2
370,191,66,2,4067.52
371,191,277,2,5938.75
372,192,21,3,2811.85
373,192,220,2,3299.73
374,193,223,3,5624.62
375,193,252,3,1105.13
376,193,184,3,2775.32
377,194,281,1,5584.73
378,194,240,3,698.16
379,194,248,2,3013.69
380,195,286,1,2404.38
381,196,237,2,4439.02
382,197,194,3,4126.23
383,198,216,1,5971.93
384,198,145,1,3521.02
385,199,158,1,889.25
386,199,17,1,1124.76
387,200,279,2,1819.15
388,200,142,1,3241.08
389,200,40,2,1015.11
390,201,87,2,2022.3
391,201,47,3,4105.22
392,202,68,3,2597.35
393,203,22,2,728.56
394,203,223,2,5624.62
395,203,72,2,4447.22
396,204,297,3,5203.86
397,204,188,2,5291.46
398,204,212,1,3146.75
399,205,115,3,4282.62
400,205,210,3,3385.04
401,205,51,2,529.86
402,206,69,1,5424.44
403,206,36,3,3926.18
404,206,117,2,3137.63
405,207,25,3,3358.39
406,208,21,3,2811.85
407,208,192,1,1818.7
408,208,106,1,5736.69
409,209,215,2,3107.7
410,209,40,2,1015.11
411,209,114,2,5384.51
412,210,171,2,3834.38
413,211,129,2,1873.37
414,211,194,1,4126.23
415,212,141,3,3735.47
416,213,29,1,3579.54
417,213,231,1,5925.11
418,213,140,2,1527.36
419,214,151,2,3733.47
420,214,198,1,5616.9
421,214,247,1,4881.64
422,215,131,3,1367.58
423,215,5,3,4578.15
424,216,178,1,1710.97
425,217,275,2,5449.1
426,218,261,3,3374.75
427,219,276,1,5294.7
428,219,79,2,3104.79
429,220,178,3,1710.97
430,221,188,1,5291.46
431,222,225,2,1430.7
432,222,274,2,5309.96
433,222,4,1,1904.48
434,223,83,2,2501.77
435,223,119,3,2301.44
436,223,244,3,2280.36
437,224,36,3,3926.18
438,224,258,3,4620.55
439,224,211,2,2473.69
440,225,125,3,886.72
441,225,12,3,3406.55
442,225,18,3,948.31
443,226,32,1,1070.61
444,226,13,3,3140.05
445,227,69,1,5424.44
446,227,113,1,2576.48
447,227,165,1,412.78
448,228,5,2,4578.15
449,228,81,1,811.93
450,228,292,2,5693.95
451,229,187,2,5049.56
452,230,99,3,778.58
453,231,184,2,2775.32
454,232,191,3,4237.22
455,232,220,3,3299.73
456,233,211,2,2473.69
457,233,14,1,1798.42
458,233,189,3,3996.25
459,234,261,2,3374.75
460,235,104,1,2611.18
461,235,126,3,5824.75
462,236,228,1,2112.93
463,237,284,1,3114.8
464,237,54,3,869.69
465,238,76,1,462.34
466,238,38,1,5211.2
467,239,69,2,5424.44
468,240,235,2,1112.72
469,240,98,3,569.48
470,240,21,3,2811.85
471,241,53,2,1715.24
472,242,258,1,4620.55
473,242,229,1,5300.05
474,243,110,3,3338.92
475,244,107,2,1155.18
476,244,28,1,5170.44
477,244,117,3,3137.63
478,245,133,2,1999.24
479,245,232,2,4303.66
480,245,2,1,1956.2
481,246,265,1,2615.86
482,247,80,3,5248.15
483,247,236,3,1618.28
484,247,88,3,5444.04
485,248,293,3,2636.74
486,248,77,1,5501.65
487,249,23,3,1682.28
488,249,164,2,3406.7
489,250,217,3,1068.24
490,250,232,1,4303.66
491,251,229,1,5300.05
492,252,142,1,3241.08
493,253,272,2,2167.52
494,253,92,2,2859.71
495,254,121,1,2731.9
496,254,65,3,869.78
497,254,16,3,4986.74
498,255,116,3,4453.25
499,255,265,2,2615.86
500,256,81,2,811.93
501,256,279,2,1819.15
502,257,3,2,992.02
503,257,288,3,2686.27
504,257,39,2,4778.82
505,258,287,1,2544.92
506,258,93,2,2224.27
507,258,171,1,3834.38
508,259,101,2,1599.57
509,259,133,2,1999.24
510,260,300,2,2400.06
511,260,152,1,2230.14
512,261,28,1,5170.44
513,261,65,2,869.78
514,262,35,3,5355.98
515,262,238,3,3764.2
516,262,51,2,529.86
517,263,264,3,3782.11
518,264,152,1,2230.14
519,264,285,2,738.01
520,265,90,2,2160.75
521,266,61,2,5338.22
522,266,137,1,891.1
523,267,183,2,1688.91
524,267,63,3,617.45
525,267,90,2,2160.75
526,268,140,3,1527.36
527,269,72,2,4447.22
528,269,286,3,2404.38
529,270,146,1,3389.29
530,270,102,2,2982.19
531,270,241,1,1738.37
532,271,121,2,2731.9
533,272,10,1,1592.94
534,272,161,1,4785.19
535,272,209,1,1225.49
536,273,295,3,5639.02
537,273,249,1,5473.35
538,274,37,1,997.77
539,275,281,2,5584.73
540,275,77,2,5501.65
541,275,182,1,5560.99
542,276,255,1,2540.87
543,276,139,1,5461.77
544,277,297,2,5203.86
545,277,82,3,583.27
546,278,83,3,2501.77
547,278,161,3,4785.19
548,279,298,2,918.15
549,279,281,2,5584.73
550,280,174,3,1791.25
551,281,122,1,5511.63
552,281,109,3,5495.97
553,282,69,2,5424.44
554,283,27,2,4508.04
555,283,9,3,742.68
556,283,129,3,1873.37
557,284,187,1,5049.56
558,285,114,1,5384.51
559,285,28,1,5170.44
560,285,228,2,2112.93
561,286,299,3,3072.1
562,286,233,3,5574.37
563,287,295,2,5639.02
564,287,261,1,3374.75
565,287,208,1,3615.34
566,288,201,2,4478.5
567,288,100,3,2996.22
568,289,125,3,886.72
569,289,15,1,3551.88
570,289,5,2,4578.15
571,290,161,1,4785.19
572,290,74,2,4688.02
573,291,78,2,3701.63
574,291,53,3,1715.24
575,292,41,1,4144.19
576,292,225,1,1430.7
577,292,197,3,5853.36
578,293,274,3,5309.96
579,293,82,3,583.27
580,294,282,1,3217.34
581,294,82,1,583.27
582,295,92,1,2859.71
583,296,42,2,5206.63
584,296,54,3,869.69
585,296,206,3,2469.69
586,297,18,1,948.31
587,298,54,3,869.69
588,298,126,2,5824.75
589,299,1,1,4444.39
590,299,96,3,2859.87
591,299,232,3,4303.66
592,300,10,1,1592.94
593,301,214,2,1063.24
594,301,223,3,5624.62
595,301,13,1,3140.05
596,302,122,1,5511.63
597,302,160,3,842.5
598,302,13,2,3140.05
599,303,199,1,836.01
600,304,134,1,1226.24
601,304,218,2,1924.71
602,304,137,2,891.1
603,305,28,1,5170.44
604,305,279,3,1819.15
605,305,52,3,3266.14
606,306,135,3,3217.56
607,306,121,3,2731.9
608,307,144,3,4477.73
609,307,182,2,5560.99
610,308,160,1,842.5
611,308,188,1,5291.46
612,309,21,2,2811.85
613,309,184,2,2775.32
614,310,300,2,2400.06
615,311,49,3,4727.51
616,311,143,2,5287.2
617,312,23,1,1682.28
618,312,102,2,2982.19
619,312,161,1,4785.19
620,313,255,2,2540.87
621,313,280,3,725.22
622,314,103,1,1983.88
623,315,206,2,2469.69
624,315,46,1,3247.02
625,316,148,3,3591.25
626,317,115,1,4282.62
627,317,191,3,4237.22
628,318,249,2,5473.35
629,318,271,1,4454.09
630,319,273,3,3955.76
631,319,259,1,4867.28
632,320,291,2,5544.7
633,320,23,1,1682.28
634,320,134,2,1226.24
635,321,195,2,4460.8
636,321,144,1,4477.73
637,322,197,1,5853.36
638,322,254,1,4026.94
639,322,29,1,3579.54
640,323,77,1,5501.65
641,323,27,2,4508.04
642,324,170,1,3209.55
643,324,120,2,1291.09
644,325,201,1,4478.5
645,325,143,3,5287.2
646,325,58,2,911.73
647,326,285,2,738.01
648,326,150,3,3847.5
649,326,14,3,1798.42
650,327,90,1,2160.75
651,327,136,2,2559.79
652,328,94,3,3546.24
653,328,105,2,3300.0
654,328,141,2,3735.47
655,329,127,3,2013.51
656,329,24,3,3680.13
657,329,224,1,1470.06
658,330,150,3,3847.5
659,330,58,1,911.73
660,331,208,2,3615.34
661,332,173,1,4683.84
662,332,186,3,812.24
663,332,261,1,3374.75
664,333,142,3,3241.08
665,333,233,1,5574.37
666,334,165,3,412.78
667,335,63,2,617.45
668,336,281,3,5584.73
669,336,146,1,3389.29
670,337,37,2,997.77
671,337,90,2,2160.75
672,338,188,3,5291.46
673,339,113,2,2576.48
674,339,74,2,4688.02
675,340,212,2,3146.75
676,340,275,1,5449.1
677,340,245,3,3720.0
678,341,161,2,4785.19
679,341,10,1,1592.94
680,342,89,3,3290.65
681,342,214,3,1063.24
682,342,64,3,3379.77
683,343,32,3,1070.61
684,344,230,3,5825.72
685,344,228,2,2112.93
686,344,46,3,3247.02
687,345,90,2,2160.75
688,346,295,3,5639.02
689,346,1,3,4444.39
690,346,149,2,3169.98
691,347,234,2,5903.7
692,347,17,2,1124.76
693,347,15,1,3551.88
694,348,2,2,1956.2
695,348,136,1,2559.79
696,348,131,2,1367.58
697,349,118,1,5295.55
698,349,158,1,889.25
699,350,117,2,3137.63
700,350,81,2,811.93
701,350,105,2,3300.0
702,351,107,2,1155.18
703,351,121,2,2731.9
704,352,253,1,4051.42
705,352,121,3,2731.9
706,353,24,1,3680.13
707,353,230,2,5825.72
708,353,232,2,4303.66
709,354,203,3,4978.14
710,355,43,3,1090.9
711,355,263,1,2049.77
712,355,41,1,4144.19
713,356,248,1,3013.69
714,356,264,3,3782.11
715,356,280,1,725.22
716,357,112,2,3447.71
717,357,280,3,725.22
718,358,212,2,3146.75
719,359,220,2,3299.73
720,359,131,1,1367.58
721,359,287,1,2544.92
722,360,272,3,2167.52
723,361,256,2,1255.21
724,361,228,1,2112.93
725,361,295,2,5639.02
726,362,70,2,4735.98
727,363,216,2,5971.93
728,364,226,3,2443.11
729,364,267,3,625.78
730,364,41,1,4144.19
731,365,260,1,3959.59
732,366,186,1,812.24
733,367,7,3,5398.03
734,368,56,3,5860.24
735,368,64,2,3379.77
736,368,89,1,3290.65
737,369,27,1,4508.04
738,369,245,1,3720.0
739,370,210,1,3385.04
740,371,226,3,2443.11
741,371,30,1,3513.45
742,372,205,1,5928.86
743,372,40,1,1015.11
744,372,6,1,1978.69
745,373,182,2,5560.99
746,373,282,3,3217.34
747,373,191,2,4237.22
748,374,61,2,5338.22
749,374,126,1,5824.75
750,374,97,1,4455.8
751,375,83,1,2501.77
752,375,158,3,889.25
753,376,94,1,3546.24
754,377,80,2,5248.15
755,377,175,1,2264.14
756,378,257,1,2182.47
757,379,4,3,1904.48
758,380,114,2,5384.51
759,381,189,1,3996.25
760,382,96,1,2859.87
761,383,200,1,2997.11
762,383,242,1,5594.94
763,383,262,1,2894.57
764,384,149,1,3169.98
765,384,77,2,5501.65
766,385,263,1,2049.77
767,386,250,2,3144.9
768,386,268,3,2556.81
769,387,238,1,3764.2
770,388,128,1,4208.02
771,388,17,1,1124.76
772,388,221,1,4842.24
773,389,292,1,5693.95
774,389,46,3,3247.02
775,389,170,1,3209.55
776,390,239,2,3159.72
777,390,212,1,3146.75
778,390,214,1,1063.24
779,391,196,2,3511.03
780,391,1,2,4444.39
781,391,98,3,569.48
782,392,150,3,3847.5
783,393,135,1,3217.56
784,393,40,1,1015.11
785,394,280,1,725.22
786,394,61,3,5338.22
787,394,37,2,997.77
788,395,38,2,5211.2
789,395,100,1,2996.22
790,395,35,2,5355.98
791,396,234,3,5903.7
792,396,11,2,1465.76
793,396,109,3,5495.97
794,397,247,2,4881.64
795,397,71,1,3079.98
796,397,214,2,1063.24
797,398,53,2,1715.24
798,398,37,2,997.77
799,399,181,1,3224.47
800,399,274,3,5309.96
801,399,231,2,5925.11
802,400,228,2,2112.93
803,400,70,2,4735.98
804,400,239,3,3159.72
805,401,265,2,2615.86
806,401,281,3,5584.73
807,402,63,1,617.45
808,402,119,3,2301.44
809,403,238,3,3764.2
810,403,103,3,1983.88
811,403,13,2,3140.05
812,404,294,2,993.76
813,405,108,1,4517.85
814,405,218,1,1924.71
815,405,219,2,4558.52
816,406,233,1,5574.37
817,406,288,2,2686.27
818,407,34,3,503.81
819,408,212,2,3146.75
820,409,17,1,1124.76
821,410,199,2,836.01
822,410,66,2,4067.52
823,411,102,1,2982.19
824,411,292,3,5693.95
825,411,39,1,4778.82
826,412,157,3,5522.24
827,412,193,3,827.74
828,413,257,1,2182.47
829,413,56,2,5860.24
830,414,173,1,4683.84
831,415,228,1,2112.93
832,415,136,3,2559.79
833,415,44,3,707.36
834,416,204,1,5839.28
835,416,255,3,2540.87
836,417,228,2,2112.93
837,417,137,3,891.1
838,417,54,1,869.69
839,418,275,1,5449.1
840,419,245,1,3720.0
841,419,105,2,3300.0
842,419,202,3,472.32
843,420,179,2,3213.45
844,421,46,1,3247.02
845,422,221,1,4842.24
846,422,103,3,1983.88
847,422,284,2,3114.8
848,423,51,1,529.86
849,423,293,1,2636.74
850,423,51,2,529.86
851,424,3,2,992.02
852,424,34,1,503.81
853,425,14,1,1798.42
854,425,228,1,2112.93
855,426,143,1,5287.2
856,426,91,3,3359.3
857,427,6,1,1978.69
858,427,65,3,869.78
859,428,242,3,5594.94
860,429,78,3,3701.63
861,429,217,3,1068.24
862,429,279,3,1819.15
863,430,38,2,5211.2
864,430,214,3,1063.24
865,431,274,2,5309.96
866,431,161,3,4785.19
867,432,28,3,5170.44
868,433,298,1,918.15
869,433,192,3,1818.7
870,433,274,3,5309.96
871,434,240,3,698.16
872,434,133,2,1999.24
873,435,47,2,4105.22
874,435,216,2,5971.93
875,436,62,1,4211.95
876,437,48,1,5434.36
877,437,145,1,3521.02
878,438,51,3,529.86
879,439,170,3,3209.55
880,439,65,2,869.78
881,440,7,1,5398.03
882,440,96,2,2859.87
883,440,226,2,2443.11
884,441,122,1,5511.63
885,442,186,3,812.24
886,442,213,3,1956.05
887,442,47,3,4105.22
888,443,75,1,2920.71
889,444,257,3,2182.47
890,445,19,3,5340.58
891,446,221,2,4842.24
892,446,111,3,1220.91
893,447,193,3,827.74
894,447,197,3,5853.36
895,448,36,1,3926.18
896,448,141,2,3735.47
897,449,254,3,4026.94
898,450,234,1,5903.7
899,450,27,3,4508.04
900,451,221,1,4842.24
901,451,267,1,625.78
902,452,131,2,1367.58
903,452,119,2,2301.44
904,453,131,1,1367.58
905,453,121,3,2731.9
906,453,81,3,811.93
907,454,9,3,742.68
908,455,254,1,4026.94
909,455,241,1,1738.37
910,455,35,1,5355.98
911,456,206,1,2469.69
912,456,164,1,3406.7
913,456,187,3,5049.56
914,457,254,2,4026.94
915,458,117,3,3137.63
916,459,249,2,5473.35
917,459,256,3,1255.21
918,459,268,3,2556.81
919,460,195,2,4460.8
920,460,61,1,5338.22
921,460,296,1,5979.65
922,461,16,1,4986.74
923,461,92,2,2859.71
924,462,239,3,3159.72
925,462,220,2,3299.73
926,463,179,2,3213.45
927,463,112,3,3447.71
928,463,51,2,529.86
929,464,204,1,5839.28
930,464,38,3,5211.2
931,464,171,3,3834.38
932,465,267,1,625.78
933,465,151,1,3733.47
934,466,175,3,2264.14
935,466,50,2,4296.12
936,467,118,2,5295.55
937,467,39,3,4778.82
938,468,2,1,1956.2
939,468,134,3,1226.24
940,469,153,2,1599.75
941,469,109,1,5495.97
942,469,141,3,3735.47
943,470,290,2,574.76
944,471,170,2,3209.55
945,472,110,3,3338.92
946,472,163,1,2332.37
947,473,76,1,462.34
948,473,14,1,1798.42
949,474,107,3,1155.18
950,475,62,3,4211.95
951,475,118,3,5295.55
952,475,68,2,2597.35
953,476,234,2,5903.7
954,476,89,1,3290.65
955,477,232,3,4303.66
956,477,140,2,1527.36
957,478,110,3,3338.92
958,478,110,2,3338.92
959,479,33,1,696.22
960,479,163,2,2332.37
961,480,116,2,4453.25
962,480,236,2,1618.28
963,481,192,2,1818.7
964,481,16,1,4986.74
965,482,178,1,1710.97
966,482,103,3,1983.88
967,482,17,2,1124.76
968,483,217,1,1068.24
969,483,69,2,5424.44
970,484,67,2,1283.04
971,484,214,2,1063.24
972,485,95,1,1817.21
973,485,82,3,583.27
974,486,215,2,3107.7
975,486,89,3,3290.65
976,486,198,2,5616.9
977,487,16,3,4986.74
978,487,120,1,1291.09
979,488,193,2,827.74
980,488,130,3,1130.99
981,489,150,1,3847.5
982,489,285,1,738.01
983,489,160,2,842.5
984,490,205,3,5928.86
985,491,114,3,5384.51
986,491,20,3,5629.13
987,491,196,1,3511.03
988,492,13,3,3140.05
989,492,54,2,869.69
990,493,88,3,5444.04
991,493,73,1,1932.38
992,494,235,2,1112.72
993,494,133,3,1999.24
994,495,281,1,5584.73
995,496,237,3,4439.02
996,497,278,1,4202.31
997,498,100,2,2996.22
998,498,22,3,728.56
999,499,8,3,5222.97
1000,499,149,2,3169.98
1001,499,182,1,5560.99
1002,500,69,3,5424.44
1003,501,269,1,1094.12
1004,502,275,1,5449.1
1005,503,171,2,3834.38
1006,503,27,3,4508.04
1007,503,112,1,3447.71
1008,504,253,3,4051.42
1009,504,89,1,3290.65
1010,504,138,1,4227.89
1011,505,160,1,842.5
1012,505,266,2,1621.39
1013,505,226,2,2443.11
1014,506,186,3,812.24
1015,506,293,1,2636.74
1016,507,20,1,5629.13
1017,507,269,3,1094.12
1018,508,157,3,5522.24
1019,508,2,1,1956.2
1020,508,136,2,2559.79
1021,509,262,3,2894.57
1022,510,214,1,1063.24
1023,511,85,1,5511.63
1024,512,200,3,2997.11
1025,512,72,3,4447.22
1026,512,28,3,5170.44
1027,513,257,2,2182.47
1028,513,17,2,1124.76
1029,514,265,1,2615.86
1030,515,272,2,2167.52
1031,515,135,1,3217.56
1032,515,142,2,3241.08
1033,516,282,1,3217.34
1034,517,212,2,3146.75
1035,517,107,3,1155.18
1036,517,143,1,5287.2
1037,518,270,2,2464.33
1038,519,22,2,728.56
1039,519,174,3,1791.25
1040,519,259,1,4867.28
1041,520,206,1,2469.69
1042,521,109,2,5495.97
1043,521,30,1,3513.45
1044,521,263,2,2049.77
1045,522,1,3,4444.39
1046,523,100,3,2996.22
1047,523,270,3,2464.33
1048,524,100,2,2996.22
1049,525,221,1,4842.24
1050,526,204,2,5839.28
1051,526,208,1,3615.34
1052,526,77,3,5501.65
1053,527,123,1,2789.39
1054,527,246,2,1669.14
1055,528,59,1,2060.35
1056,529,50,1,4296.12
1057,529,79,2,3104.79
1058,530,75,2,2920.71
1059,530,255,1,2540.87
1060,531,274,1,5309.96
1061,532,113,1,2576.48
1062,532,175,3,2264.14
1063,533,293,1,2636.74
1064,533,254,3,4026.94
1065,533,121,2,2731.9
1066,534,108,1,4517.85
1067,534,103,2,1983.88
1068,535,217,3,1068.24
1069,535,67,1,1283.04
1070,536,260,3,3959.59
1071,537,181,1,3224.47
1072,538,127,3,2013.51
1073,538,175,2,2264.14
1074,539,147,1,653.78
1075,539,10,1,1592.94
1076,540,216,3,5971.93
1077,541,28,1,5170.44
1078,541,13,1,3140.05
