experiment_name,variant,customer_id,conversion,order_value
Checkout_Button_Color,Control,2735,0,5553.58
Checkout_Button_Color,Blue_Button,4458,0,5389.75
Checkout_Button_Color,Blue_Button,2542,0,1187.99
Checkout_Button_Color,Blue_Button,3681,0,2282.23
Checkout_Button_Color,Control,966,0,4715.17
Checkout_Button_Color,Control,8146,0,5809.87
Checkout_Button_Color,Control,432,0,4321.94
Checkout_Button_Color,Blue_Button,9728,0,1607.68
Checkout_Button_Color,Control,7927,0,4184.48
Checkout_Button_Color,Control,7726,0,2470.89
Checkout_Button_Color,Blue_Button,3188,0,1799.12
Checkout_Button_Color,Control,2567,0,1539.71
Checkout_Button_Color,Control,2942,0,5568.73
Checkout_Button_Color,Control,2670,0,5790.84
Checkout_Button_Color,Control,11403,0,1382.7
Checkout_Button_Color,Control,7935,0,6567.76
Checkout_Button_Color,Blue_Button,932,1,2372.1
Checkout_Button_Color,Control,6386,0,2977.74
Checkout_Button_Color,Blue_Button,10286,0,6721.03
Checkout_Button_Color,Blue_Button,2910,1,3911.65
Checkout_Button_Color,Blue_Button,3409,0,5169.94
Checkout_Button_Color,Blue_Button,8153,0,838.97
Checkout_Button_Color,Control,8941,0,1648.16
Checkout_Button_Color,Control,10334,0,3103.87
Checkout_Button_Color,Blue_Button,3433,0,3766.89
Checkout_Button_Color,Control,8381,0,1782.09
Checkout_Button_Color,Control,9247,0,6221.27
Checkout_Button_Color,Blue_Button,5036,1,6314.26
Checkout_Button_Color,Control,566,0,5511.08
Checkout_Button_Color,Blue_Button,1411,0,4755.96
Checkout_Button_Color,Control,6156,0,6822.75
Checkout_Button_Color,Blue_Button,2703,0,6501.39
Checkout_Button_Color,Blue_Button,4726,0,3694.55
Checkout_Button_Color,Blue_Button,4805,0,6090.34
Checkout_Button_Color,Blue_Button,5519,0,4264.2
Checkout_Button_Color,Control,11211,0,1844.37
Checkout_Button_Color,Blue_Button,6702,0,1368.8
Checkout_Button_Color,Blue_Button,3402,0,3970.37
Checkout_Button_Color,Blue_Button,11232,0,5234.86
Checkout_Button_Color,Blue_Button,4214,0,6388.53
Checkout_Button_Color,Blue_Button,7318,0,3917.75
Checkout_Button_Color,Blue_Button,1645,0,6544.46
Checkout_Button_Color,Control,7220,0,6259.42
Checkout_Button_Color,Control,5429,0,4935.6
Checkout_Button_Color,Blue_Button,2815,0,2553.56
Checkout_Button_Color,Control,7705,0,4352.81
Checkout_Button_Color,Blue_Button,4464,0,3207.99
Checkout_Button_Color,Control,7122,0,6838.48
Checkout_Button_Color,Blue_Button,10700,0,1451.83
Checkout_Button_Color,Control,518,0,500.03
Checkout_Button_Color,Control,5183,1,4011.28
Checkout_Button_Color,Blue_Button,8442,0,1923.37
Checkout_Button_Color,Control,1478,1,2115.94
Checkout_Button_Color,Control,1093,1,4641.54
Checkout_Button_Color,Blue_Button,5798,0,1130.96
Checkout_Button_Color,Blue_Button,10178,1,3910.64
Checkout_Button_Color,Blue_Button,5664,1,2019.38
Checkout_Button_Color,Control,9826,0,3898.21
Checkout_Button_Color,Blue_Button,11533,0,661.87
Checkout_Button_Color,Blue_Button,5471,0,4097.13
Checkout_Button_Color,Blue_Button,3928,0,698.99
Checkout_Button_Color,Blue_Button,6581,0,4946.24
Checkout_Button_Color,Blue_Button,11313,0,1892.7
Checkout_Button_Color,Blue_Button,998,1,1637.17
Checkout_Button_Color,Control,3669,0,5946.43
Checkout_Button_Color,Control,10858,0,3912.34
Checkout_Button_Color,Blue_Button,565,0,3299.08
Checkout_Button_Color,Control,9581,1,4411.79
Checkout_Button_Color,Blue_Button,5822,0,913.49
Checkout_Button_Color,Control,9598,0,1332.22
Checkout_Button_Color,Control,6043,0,4424.07
Checkout_Button_Color,Control,6978,0,3368.04
Checkout_Button_Color,Blue_Button,1543,0,5950.95
Checkout_Button_Color,Blue_Button,8291,0,3928.84
Checkout_Button_Color,Blue_Button,10876,0,3003.12
Checkout_Button_Color,Blue_Button,11632,0,6205.65
Checkout_Button_Color,Control,1632,0,2775.71
Checkout_Button_Color,Control,9286,0,3828.64
Checkout_Button_Color,Control,153,0,5270.5
Checkout_Button_Color,Blue_Button,4980,0,6081.98
Checkout_Button_Color,Blue_Button,6699,0,4013.45
Checkout_Button_Color,Control,1046,0,3289.51
Checkout_Button_Color,Blue_Button,5819,0,4269.59
Checkout_Button_Color,Blue_Button,3983,0,6010.41
Checkout_Button_Color,Blue_Button,11986,0,2012.43
Checkout_Button_Color,Control,8619,0,926.48
Checkout_Button_Color,Blue_Button,5063,0,3626.82
Checkout_Button_Color,Control,7872,0,4416.48
Checkout_Button_Color,Blue_Button,8371,0,5939.82
Checkout_Button_Color,Control,10070,0,3029.37
Checkout_Button_Color,Blue_Button,1312,0,4555.28
Checkout_Button_Color,Blue_Button,5468,0,5311.9
Checkout_Button_Color,Control,2085,0,3405.38
Checkout_Button_Color,Control,11137,0,3085.98
Checkout_Button_Color,Blue_Button,7817,0,1066.64
Checkout_Button_Color,Blue_Button,9406,0,3294.13
Checkout_Button_Color,Blue_Button,7805,0,1170.71
Checkout_Button_Color,Control,6591,0,2169.68
Checkout_Button_Color,Control,447,0,2470.87
Checkout_Button_Color,Blue_Button,3198,0,2804.17
Checkout_Button_Color,Control,1200,0,2225.57
Checkout_Button_Color,Blue_Button,444,0,5407.43
Checkout_Button_Color,Blue_Button,11113,0,899.67
Checkout_Button_Color,Control,8800,0,2071.43
Checkout_Button_Color,Blue_Button,8497,0,763.33
Checkout_Button_Color,Control,8871,0,6761.21
Checkout_Button_Color,Control,6564,0,6848.33
Checkout_Button_Color,Control,9311,0,3273.82
Checkout_Button_Color,Control,1940,0,5190.03
Checkout_Button_Color,Control,3737,0,5030.38
Checkout_Button_Color,Blue_Button,10323,0,711.05
Checkout_Button_Color,Blue_Button,2479,0,6025.57
Checkout_Button_Color,Blue_Button,9034,0,6287.51
Checkout_Button_Color,Control,3948,0,6276.07
Checkout_Button_Color,Blue_Button,8263,0,5830.8
Checkout_Button_Color,Control,6235,0,3843.61
Checkout_Button_Color,Control,5007,0,707.94
Checkout_Button_Color,Control,8370,0,5942.8
Checkout_Button_Color,Blue_Button,8255,0,3293.67
Checkout_Button_Color,Blue_Button,3330,0,2190.48
Checkout_Button_Color,Control,2544,0,5952.13
Checkout_Button_Color,Blue_Button,7177,0,827.11
Checkout_Button_Color,Control,1633,0,1688.54
Checkout_Button_Color,Control,7543,0,6238.92
Checkout_Button_Color,Blue_Button,8248,0,3500.4
Checkout_Button_Color,Blue_Button,9481,0,3659.73
Checkout_Button_Color,Blue_Button,8483,0,3207.14
Checkout_Button_Color,Control,8104,0,3973.2
Checkout_Button_Color,Control,6074,0,938.43
Checkout_Button_Color,Control,5276,0,5033.69
Checkout_Button_Color,Control,2536,0,3060.45
Checkout_Button_Color,Control,1700,0,6555.3
Checkout_Button_Color,Blue_Button,3495,0,1904.09
Checkout_Button_Color,Control,4315,0,1769.29
Checkout_Button_Color,Blue_Button,8425,0,4703.22
Checkout_Button_Color,Control,9327,0,2658.98
Checkout_Button_Color,Control,10954,0,3269.94
Checkout_Button_Color,Control,3835,0,2843.4
Checkout_Button_Color,Blue_Button,11627,0,3826.86
Checkout_Button_Color,Blue_Button,11814,0,2367.99
Checkout_Button_Color,Control,2761,0,2744.97
Checkout_Button_Color,Control,7291,0,1050.66
Checkout_Button_Color,Control,4844,0,6100.55
Checkout_Button_Color,Control,380,0,5781.61
Checkout_Button_Color,Blue_Button,10305,0,2483.45
Checkout_Button_Color,Blue_Button,9589,0,5050.19
Checkout_Button_Color,Control,9245,0,670.37
Checkout_Button_Color,Control,1898,0,4748.47
Checkout_Button_Color,Control,10481,0,3376.87
Checkout_Button_Color,Blue_Button,4218,0,3029.42
Checkout_Button_Color,Control,2868,0,619.76
Checkout_Button_Color,Blue_Button,5130,1,4903.36
Checkout_Button_Color,Blue_Button,2601,0,748.64
Checkout_Button_Color,Control,4288,0,4657.12
Checkout_Button_Color,Control,10115,0,506.17
Checkout_Button_Color,Control,3208,1,5846.64
Checkout_Button_Color,Blue_Button,5623,0,6365.25
Checkout_Button_Color,Control,9772,0,5718.01
Checkout_Button_Color,Control,6996,0,1940.74
Checkout_Button_Color,Blue_Button,11769,0,2993.09
Checkout_Button_Color,Blue_Button,5728,0,2518.77
Checkout_Button_Color,Control,7152,0,1649.7
Checkout_Button_Color,Blue_Button,7643,0,1119.5
Checkout_Button_Color,Control,7672,0,5115.31
Checkout_Button_Color,Control,3319,0,1688.77
Checkout_Button_Color,Control,5934,0,6870.54
Checkout_Button_Color,Control,8838,0,5593.44
Checkout_Button_Color,Control,4343,1,1641.3
Checkout_Button_Color,Control,10051,1,3686.81
Checkout_Button_Color,Control,8369,0,3245.1
Checkout_Button_Color,Control,7786,0,6944.54
Checkout_Button_Color,Control,4262,0,1484.52
Checkout_Button_Color,Blue_Button,3689,0,828.22
Checkout_Button_Color,Blue_Button,3301,1,6799.92
Checkout_Button_Color,Control,3018,0,5192.38
Checkout_Button_Color,Blue_Button,6601,0,2895.58
Checkout_Button_Color,Control,4537,0,1456.8
Checkout_Button_Color,Control,7627,0,5691.87
Checkout_Button_Color,Blue_Button,11175,0,5610.91
Checkout_Button_Color,Blue_Button,7116,0,6314.28
Checkout_Button_Color,Blue_Button,1452,0,6888.55
Checkout_Button_Color,Blue_Button,5253,0,4588.09
Checkout_Button_Color,Control,4856,0,641.12
Checkout_Button_Color,Blue_Button,11869,0,1072.71
Checkout_Button_Color,Control,8460,0,4794.03
Checkout_Button_Color,Control,7773,0,6908.72
Checkout_Button_Color,Blue_Button,7317,0,2201.12
Checkout_Button_Color,Control,8127,0,2457.73
Checkout_Button_Color,Blue_Button,4849,0,2530.79
Checkout_Button_Color,Blue_Button,4329,0,3491.92
Checkout_Button_Color,Control,3473,0,1782.8
Checkout_Button_Color,Blue_Button,5841,0,2968.34
Checkout_Button_Color,Blue_Button,9484,0,4420.03
Checkout_Button_Color,Control,5742,1,667.31
Checkout_Button_Color,Control,9042,0,6996.01
Checkout_Button_Color,Control,9948,0,6418.09
Checkout_Button_Color,Blue_Button,8553,0,6052.25
Checkout_Button_Color,Blue_Button,8338,0,6547.94
Checkout_Button_Color,Blue_Button,597,1,4094.29
Checkout_Button_Color,Blue_Button,5022,0,1225.72
Checkout_Button_Color,Control,1426,0,3289.29
Checkout_Button_Color,Blue_Button,8586,0,4118.11
Checkout_Button_Color,Blue_Button,7104,0,3831.14
Checkout_Button_Color,Blue_Button,8360,0,5665.68
Checkout_Button_Color,Control,3995,0,4280.61
Checkout_Button_Color,Control,8123,0,3313.74
Checkout_Button_Color,Blue_Button,9011,1,1552.63
Checkout_Button_Color,Blue_Button,4741,0,3838.1
Checkout_Button_Color,Blue_Button,1965,0,4299.17
Checkout_Button_Color,Control,10117,0,5699.84
Checkout_Button_Color,Control,3871,0,787.71
Checkout_Button_Color,Control,8942,0,2877.89
Checkout_Button_Color,Control,10458,0,5913.92
Checkout_Button_Color,Control,4048,0,5344.38
Checkout_Button_Color,Control,2312,0,2267.7
Checkout_Button_Color,Control,2683,0,4113.83
Checkout_Button_Color,Blue_Button,1559,0,5434.93
Checkout_Button_Color,Control,824,0,5458.21
Checkout_Button_Color,Control,4634,0,1009.68
Checkout_Button_Color,Blue_Button,4181,0,6192.24
Checkout_Button_Color,Control,9100,0,6669.55
Checkout_Button_Color,Control,7185,0,750.2
Checkout_Button_Color,Blue_Button,11610,0,1325.03
Checkout_Button_Color,Blue_Button,2701,1,2017.91
Checkout_Button_Color,Control,2997,0,3452.7
Checkout_Button_Color,Blue_Button,1265,0,4285.23
Checkout_Button_Color,Blue_Button,5030,0,5690.35
Checkout_Button_Color,Blue_Button,7328,0,3500.17
Checkout_Button_Color,Control,4610,0,2007.72
Checkout_Button_Color,Control,453,0,825
Checkout_Button_Color,Blue_Button,10684,0,647.18
Checkout_Button_Color,Blue_Button,4378,0,1524.17
Checkout_Button_Color,Blue_Button,554,0,6417.17
Checkout_Button_Color,Blue_Button,226,0,5384.11
Checkout_Button_Color,Control,11615,0,3518.26
Checkout_Button_Color,Control,11808,0,4376.86
Checkout_Button_Color,Control,8913,0,3646.58
Checkout_Button_Color,Blue_Button,4560,0,3692.67
Checkout_Button_Color,Control,11921,0,6999.83
Checkout_Button_Color,Control,7020,0,1297.08
Checkout_Button_Color,Control,5710,1,519.79
Checkout_Button_Color,Blue_Button,5975,0,3202.48
Checkout_Button_Color,Blue_Button,1135,1,6646.65
Checkout_Button_Color,Blue_Button,4313,0,2020.77
Checkout_Button_Color,Control,4274,0,1263.68
Checkout_Button_Color,Blue_Button,3117,0,4959.79
Checkout_Button_Color,Blue_Button,4314,0,2457.27
Checkout_Button_Color,Control,5910,0,5369.29
Checkout_Button_Color,Blue_Button,1611,0,4690.37
Checkout_Button_Color,Control,3421,0,4624.86
Checkout_Button_Color,Blue_Button,11212,0,5727.97
Checkout_Button_Color,Blue_Button,3227,0,1502.75
Checkout_Button_Color,Blue_Button,4102,1,2582.33
Checkout_Button_Color,Blue_Button,6200,0,4134.92
Checkout_Button_Color,Control,11945,0,6392.57
Checkout_Button_Color,Blue_Button,11403,0,5382.13
Checkout_Button_Color,Control,7227,0,2904.96
Checkout_Button_Color,Control,3107,0,5423.58
Checkout_Button_Color,Blue_Button,5695,0,5766.25
Checkout_Button_Color,Blue_Button,8039,1,2722.73
Checkout_Button_Color,Blue_Button,2180,0,1550.25
Checkout_Button_Color,Control,10758,0,2388.91
Checkout_Button_Color,Blue_Button,11242,0,4390.39
Checkout_Button_Color,Blue_Button,3258,0,2399.19
Checkout_Button_Color,Control,11073,0,513.96
Checkout_Button_Color,Blue_Button,846,1,1407.91
Checkout_Button_Color,Blue_Button,9937,1,1225.87
Checkout_Button_Color,Blue_Button,57,0,1021.11
Checkout_Button_Color,Control,8072,0,3188.49
Checkout_Button_Color,Blue_Button,4735,0,2937.23
Checkout_Button_Color,Control,11651,0,1374.01
Checkout_Button_Color,Blue_Button,7887,1,3277.6
Checkout_Button_Color,Control,3460,1,4383.54
Checkout_Button_Color,Blue_Button,403,0,1326.43
Checkout_Button_Color,Blue_Button,3651,0,1035.42
Checkout_Button_Color,Blue_Button,3287,0,5145.78
Checkout_Button_Color,Control,846,0,2163.75
Checkout_Button_Color,Blue_Button,6350,0,3326.53
Checkout_Button_Color,Control,6221,0,686.5
Checkout_Button_Color,Control,10978,0,6276.28
Checkout_Button_Color,Blue_Button,10224,0,3637.82
Checkout_Button_Color,Blue_Button,4578,1,6795.7
Checkout_Button_Color,Control,3350,0,3930
Checkout_Button_Color,Blue_Button,10690,0,1139.23
Checkout_Button_Color,Blue_Button,2976,0,3224.5
Checkout_Button_Color,Control,4277,0,4574.38
Checkout_Button_Color,Blue_Button,5705,0,5826.7
Checkout_Button_Color,Blue_Button,5125,0,4322.67
Checkout_Button_Color,Blue_Button,7181,0,5831.89
Checkout_Button_Color,Blue_Button,1581,0,6849
Checkout_Button_Color,Control,3797,0,6282.23
Checkout_Button_Color,Control,7452,0,5814.31
Checkout_Button_Color,Blue_Button,6817,0,4027.7
Checkout_Button_Color,Control,11973,0,1938.97
Checkout_Button_Color,Blue_Button,11385,0,4154.74
Checkout_Button_Color,Control,9097,0,3492.1
Checkout_Button_Color,Control,1132,0,4568.03
Checkout_Button_Color,Control,6001,0,4717.44
Checkout_Button_Color,Control,2479,1,3288.98
Checkout_Button_Color,Blue_Button,4127,0,2417.44
Checkout_Button_Color,Control,11277,0,3398.8
Checkout_Button_Color,Control,6761,0,809
Checkout_Button_Color,Control,2962,0,3519.45
Checkout_Button_Color,Blue_Button,3420,0,868.85
Checkout_Button_Color,Blue_Button,11469,0,4674.6
Checkout_Button_Color,Blue_Button,9936,0,948.84
Checkout_Button_Color,Blue_Button,8932,0,3149.31
Checkout_Button_Color,Blue_Button,3714,0,738.61
Checkout_Button_Color,Blue_Button,9567,0,6389.13
Checkout_Button_Color,Blue_Button,9327,0,5124.28
Checkout_Button_Color,Control,4922,0,3592.99
Checkout_Button_Color,Control,11014,1,5349.38
Checkout_Button_Color,Control,6662,0,3037.82
Checkout_Button_Color,Blue_Button,924,0,4969.9
Checkout_Button_Color,Blue_Button,2557,0,2273.93
Checkout_Button_Color,Control,3635,0,2149.03
Checkout_Button_Color,Control,3082,0,1650.05
Checkout_Button_Color,Control,2063,1,4690.85
Checkout_Button_Color,Control,8322,0,5768.18
Checkout_Button_Color,Control,1562,0,3356
Checkout_Button_Color,Blue_Button,10884,0,2228.97
Checkout_Button_Color,Control,7537,0,1198.49
Checkout_Button_Color,Control,10295,0,6814.88
Checkout_Button_Color,Control,6432,1,5854.78
Checkout_Button_Color,Blue_Button,5679,0,521.97
Checkout_Button_Color,Control,3815,0,5496.16
Checkout_Button_Color,Blue_Button,4159,0,1999.54
Checkout_Button_Color,Blue_Button,1549,0,5032.93
Checkout_Button_Color,Blue_Button,8257,0,4173.58
Checkout_Button_Color,Control,3273,0,6434.9
Checkout_Button_Color,Blue_Button,3336,0,1432.38
Checkout_Button_Color,Control,939,0,591.82
Checkout_Button_Color,Blue_Button,3304,0,3941.6
Checkout_Button_Color,Control,5295,0,6312.66
Checkout_Button_Color,Control,1665,0,4365.6
Checkout_Button_Color,Blue_Button,2851,1,5488.44
Checkout_Button_Color,Control,4297,0,1462.66
Checkout_Button_Color,Control,6113,0,2506.97
Checkout_Button_Color,Control,8753,0,801.06
Checkout_Button_Color,Control,10759,0,5107.43
Checkout_Button_Color,Blue_Button,11392,1,2605.08
Checkout_Button_Color,Control,1206,0,5303.6
Checkout_Button_Color,Control,7703,0,2072.58
Checkout_Button_Color,Blue_Button,2441,0,3012.56
Checkout_Button_Color,Blue_Button,7575,0,1989.01
Checkout_Button_Color,Control,8866,1,5810.9
Checkout_Button_Color,Blue_Button,5134,0,2011.4
Checkout_Button_Color,Control,3146,0,5556.92
Checkout_Button_Color,Control,4325,0,6581.37
Checkout_Button_Color,Control,11465,0,3453.19
Checkout_Button_Color,Control,2145,0,3383.54
Checkout_Button_Color,Control,9114,0,3594.69
Checkout_Button_Color,Blue_Button,8970,0,4253.96
Checkout_Button_Color,Blue_Button,1846,0,3210.14
Checkout_Button_Color,Control,7949,0,3533.45
Checkout_Button_Color,Control,3263,0,6204.01
Checkout_Button_Color,Blue_Button,8836,0,1906.86
Checkout_Button_Color,Control,4594,1,815.55
Checkout_Button_Color,Control,4138,0,2081.77
Checkout_Button_Color,Blue_Button,10376,0,6461.29
Checkout_Button_Color,Control,7933,0,1414.61
Checkout_Button_Color,Blue_Button,1148,0,2065.76
Checkout_Button_Color,Blue_Button,7164,0,1343.73
Checkout_Button_Color,Control,10271,0,2362.51
Checkout_Button_Color,Blue_Button,1293,0,3919.44
Checkout_Button_Color,Blue_Button,5754,0,806.63
Checkout_Button_Color,Blue_Button,8080,0,4642.78
Checkout_Button_Color,Control,9685,0,4225
Checkout_Button_Color,Blue_Button,4568,0,4493.34
Checkout_Button_Color,Blue_Button,1054,0,3665.27
Checkout_Button_Color,Blue_Button,9642,0,5953.43
Checkout_Button_Color,Blue_Button,1587,0,3935.76
Checkout_Button_Color,Control,11793,0,5643.05
Checkout_Button_Color,Blue_Button,11003,1,3450.35
Checkout_Button_Color,Control,10650,0,5621.7
Checkout_Button_Color,Blue_Button,9964,0,3595.49
Checkout_Button_Color,Blue_Button,4037,0,2843.02
Checkout_Button_Color,Control,4400,1,3349.73
Checkout_Button_Color,Control,8812,0,4162.39
Checkout_Button_Color,Control,7468,0,2699.18
Checkout_Button_Color,Blue_Button,10114,0,5680.55
Checkout_Button_Color,Blue_Button,7215,0,4208.29
Checkout_Button_Color,Blue_Button,1511,1,4924.56
Checkout_Button_Color,Blue_Button,6800,0,3797.62
Checkout_Button_Color,Control,6252,0,1426.92
Checkout_Button_Color,Blue_Button,9318,1,2245.58
Checkout_Button_Color,Control,2878,0,6271.31
Checkout_Button_Color,Control,7429,0,6560.91
Checkout_Button_Color,Blue_Button,8087,0,1921.07
Checkout_Button_Color,Blue_Button,2656,0,2358.71
Checkout_Button_Color,Control,6137,0,4184.87
Checkout_Button_Color,Control,2044,0,3471.86
Checkout_Button_Color,Blue_Button,4042,0,5092.99
Checkout_Button_Color,Control,3297,0,1899.26
Checkout_Button_Color,Control,1634,0,1816.27
Checkout_Button_Color,Blue_Button,8684,0,3948.83
Checkout_Button_Color,Blue_Button,11382,0,6447.1
Checkout_Button_Color,Blue_Button,1749,0,6321.88
Checkout_Button_Color,Control,10830,0,3545.5
Checkout_Button_Color,Blue_Button,9653,1,6532.6
Checkout_Button_Color,Control,3999,0,5304.33
Checkout_Button_Color,Blue_Button,5835,0,1823.95
Checkout_Button_Color,Blue_Button,9265,0,6368.88
Checkout_Button_Color,Control,8649,0,6037.27
Checkout_Button_Color,Control,3923,0,1755.56
Checkout_Button_Color,Blue_Button,7719,0,4929.6
Checkout_Button_Color,Control,6076,0,4687.06
Checkout_Button_Color,Control,3166,0,6062.84
Checkout_Button_Color,Blue_Button,7403,0,5787.1
Checkout_Button_Color,Control,8080,0,3056.07
Checkout_Button_Color,Control,8972,0,3035.91
Checkout_Button_Color,Control,4436,0,6342.09
Checkout_Button_Color,Control,6488,0,3923.75
Checkout_Button_Color,Blue_Button,3005,0,2010.2
Checkout_Button_Color,Control,7732,0,3070.02
